    1    1    1    1    1
   0.000
    1    1    1    2   49
  -0.022  -0.023  -0.024  -0.027  -0.031  -0.035  -0.041  -0.047  -0.054  -0.062
  -0.070  -0.078  -0.087  -0.095  -0.104  -0.112  -0.119  -0.126  -0.133  -0.138
  -0.143  -0.147  -0.149  -0.151  -0.152  -0.151  -0.149  -0.147  -0.143  -0.138
  -0.133  -0.126  -0.119  -0.112  -0.104  -0.095  -0.087  -0.078  -0.070  -0.062
  -0.054  -0.047  -0.041  -0.035  -0.031  -0.027  -0.024  -0.023  -0.022
    1    1    1    3   49
  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -0.007  -0.022  -0.037
  -0.053  -0.069  -0.086  -0.103  -0.120  -0.136  -0.151  -0.165  -0.178  -0.189
  -0.198  -0.206  -0.211  -0.215  -0.216  -0.215  -0.211  -0.206  -0.198  -0.189
  -0.178  -0.165  -0.151  -0.136  -0.120  -0.103  -0.086  -0.069  -0.053  -0.037
  -0.022  -0.007  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000
    1    1    1    4   49
  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -0.011
  -0.035  -0.060  -0.085  -0.111  -0.135  -0.159  -0.182  -0.203  -0.222  -0.239
  -0.253  -0.264  -0.272  -0.277  -0.279  -0.277  -0.272  -0.264  -0.253  -0.239
  -0.222  -0.203  -0.182  -0.159  -0.135  -0.111  -0.085  -0.060  -0.035  -0.011
  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000
    1    1    1    5   49
  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000
  -0.018  -0.051  -0.084  -0.118  -0.151  -0.182  -0.212  -0.240  -0.266  -0.288
  -0.306  -0.321  -0.332  -0.339  -0.341  -0.339  -0.332  -0.321  -0.306  -0.288
  -0.266  -0.240  -0.212  -0.182  -0.151  -0.118  -0.084  -0.051  -0.018  -1.000
  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000
    1    1    1    6   49
  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000
  -1.000  -0.041  -0.082  -0.124  -0.165  -0.204  -0.242  -0.277  -0.308  -0.335
  -0.359  -0.377  -0.391  -0.399  -0.401  -0.399  -0.391  -0.377  -0.359  -0.335
  -0.308  -0.277  -0.242  -0.204  -0.165  -0.124  -0.082  -0.041  -1.000  -1.000
  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000
    1    1    1    7   49
  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000
  -1.000  -0.031  -0.080  -0.130  -0.179  -0.226  -0.270  -0.312  -0.349  -0.382
  -0.409  -0.431  -0.447  -0.457  -0.460  -0.457  -0.447  -0.431  -0.409  -0.382
  -0.349  -0.312  -0.270  -0.226  -0.179  -0.130  -0.080  -0.031  -1.000  -1.000
  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000
    1    1    1    8   49
  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000
  -1.000  -0.021  -0.078  -0.135  -0.192  -0.246  -0.298  -0.345  -0.389  -0.426
  -0.458  -0.484  -0.502  -0.513  -0.517  -0.513  -0.502  -0.484  -0.458  -0.426
  -0.389  -0.345  -0.298  -0.246  -0.192  -0.135  -0.078  -0.021  -1.000  -1.000
  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000
    1    1    1    9   49
  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000
  -1.000  -0.011  -0.075  -0.140  -0.204  -0.265  -0.324  -0.378  -0.426  -0.469
  -0.505  -0.534  -0.555  -0.568  -0.572  -0.568  -0.555  -0.534  -0.505  -0.469
  -0.426  -0.378  -0.324  -0.265  -0.204  -0.140  -0.075  -0.011  -1.000  -1.000
  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000
    1    1    1   10   49
  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000
  -1.000  -0.000  -0.072  -0.144  -0.215  -0.283  -0.348  -0.408  -0.462  -0.510
  -0.550  -0.582  -0.605  -0.620  -0.624  -0.620  -0.605  -0.582  -0.550  -0.510
  -0.462  -0.408  -0.348  -0.283  -0.215  -0.144  -0.072  -0.000  -1.000  -1.000
  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000
    1    1    1   11   49
  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000   1.000
   1.000   1.000  -0.069  -0.148  -0.225  -0.300  -0.371  -0.437  -0.497  -0.549
  -0.593  -0.628  -0.653  -0.669  -0.674  -0.669  -0.653  -0.628  -0.593  -0.549
  -0.497  -0.437  -0.371  -0.300  -0.225  -0.148  -0.069   1.000   1.000   1.000
  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000
    1    1    1   12   49
  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000   1.000   1.000
   1.000   1.000  -0.065  -0.151  -0.235  -0.316  -0.393  -0.464  -0.529  -0.585
  -0.633  -0.671  -0.698  -0.715  -0.721  -0.715  -0.698  -0.671  -0.633  -0.585
  -0.529  -0.464  -0.393  -0.316  -0.235  -0.151  -0.065   1.000   1.000   1.000
   1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000
    1    1    1   13   49
