    .941   .794  1.400  1.151   .686   .628   .849   .717   .585   .410   .105   .105   .105   .105
    .058   .051  -.678  -.384   .042   .091  -.024   .073   .138   .187   .265   .265   .265   .265
    .941   .794  1.400  1.151   .686   .628   .849   .717   .585   .410   .105   .105   .105   .105
    .058   .051  -.678  -.384   .042   .091  -.024   .073   .138   .187   .265   .265   .265   .265
    .941   .794  1.400  1.151   .686   .628   .849   .717   .585   .410   .105   .105   .105   .105
    .058   .051  -.678  -.384   .042   .091  -.024   .073   .138   .187   .265   .265   .265   .265
    .941   .794  1.400  1.151   .686   .628   .849   .717   .585   .410   .105   .105   .105   .105
    .058   .051  -.678  -.384   .042   .091  -.024   .073   .138   .187   .265   .265   .265   .265
    .941   .794  1.400  1.151   .686   .628   .849   .717   .585   .410   .105   .105   .105   .105
    .058   .051  -.678  -.384   .042   .091  -.024   .073   .138   .187   .265   .265   .265   .265
    .941   .794  1.400  1.151   .686   .628   .849   .717   .585   .410   .105   .105   .105   .105
    .058   .051  -.678  -.384   .042   .091  -.024   .073   .138   .187   .265   .265   .265   .265
    .941   .794  1.400  1.151   .686   .628   .849   .717   .585   .410   .105   .105   .105   .105
    .058   .051  -.678  -.384   .042   .091  -.024   .073   .138   .187   .265   .265   .265   .265
    .941   .794  1.400  1.151   .686   .628   .849   .717   .585   .410   .105   .105   .105   .105
    .058   .051  -.678  -.384   .042   .091  -.024   .073   .138   .187   .265   .265   .265   .265
    .941   .794  1.400  1.151   .686   .628   .849   .717   .585   .410   .105   .105   .105   .105
    .058   .051  -.678  -.384   .042   .091  -.024   .073   .138   .187   .265   .265   .265   .265
    .941   .794  1.400  1.151   .686   .628   .849   .717   .585   .410   .105   .105   .105   .105
    .058   .051  -.678  -.384   .042   .091  -.024   .073   .138   .187   .265   .265   .265   .265
    .941   .794  1.400  1.151   .686   .628   .849   .717   .585   .410   .105   .105   .105   .105
    .058   .051  -.678  -.384   .042   .091  -.024   .073   .138   .187   .265   .265   .265   .265
    .941   .794  1.400  1.151   .686   .628   .849   .717   .585   .410   .105   .105   .105   .105
    .058   .051  -.678  -.384   .042   .091  -.024   .073   .138   .187   .265   .265   .265   .265
    .941   .794  1.400  1.151   .686   .628   .849   .717   .585   .410   .105   .105   .105   .105
    .058   .051  -.678  -.384   .042   .091  -.024   .073   .138   .187   .265   .265   .265   .265
    .941   .794  1.400  1.151   .686   .628   .849   .717   .585   .410   .105   .105   .105   .105
    .058   .051  -.678  -.384   .042   .091  -.024   .073   .138   .187   .265   .265   .265   .265
    .941   .794  1.400  1.151   .686   .628   .849   .717   .585   .410   .105   .105   .105   .105
    .058   .051  -.678  -.384   .042   .091  -.024   .073   .138   .187   .265   .265   .265   .265
