2900.0    0.0000
3000.0    0.0000
3100.0    0.0000
3200.0    0.0000
3300.0    0.0000
3400.0    0.0000
3500.0    0.0000
3600.0    0.0000
3700.0    0.0000
3800.0    0.0000
3900.0    0.0000
4000.0    0.0000
4100.0    0.0000
4200.0    0.0000
4300.0    0.0000
4400.0    0.0000
4500.0    0.0000
4600.0    0.0000
4700.0    0.0000
4800.0    0.0330
4900.0    0.1760
5000.0    0.4850
5100.0    0.8110
5200.0    0.9860
5300.0    1.0000
5400.0    0.9550
5500.0    0.8650
5600.0    0.7500
5700.0    0.6560
5800.0    0.5450
5900.0    0.4340
6000.0    0.3340
6100.0    0.2490
6200.0    0.1800
6300.0    0.1240
6400.0    0.0750
6500.0    0.0410
6600.0    0.0220
6700.0    0.0140
6800.0    0.0110
6900.0    0.0080
7000.0    0.0060
7100.0    0.0040
7200.0    0.0020
7300.0    0.0010
7400.0    0.0000
7500.0    0.0000
7600.0    0.0000
7700.0    0.0000
7800.0    0.0000
7900.0    0.0000
8000.0    0.0000
8100.0    0.0000
8200.0    0.0000
8300.0    0.0000
8400.0    0.0000
8500.0    0.0000
8600.0    0.0000
8700.0    0.0000
8800.0    0.0000
8900.0    0.0000
9000.0    0.0000
9100.0    0.0000
9200.0    0.0000
9300.0    0.0000
9400.0    0.0000
9500.0    0.0000
9600.0    0.0000
9700.0    0.0000
9800.0    0.0000
9900.0    0.0000
