   1700.0   0.0
   1705.0   0.0
   1710.0  0.05
   1715.0  0.35
   1720.0  0.55
   1725.0  0.70
   1730.0  0.80
   1735.0  0.87
   1740.0  0.93
   1745.0  0.97
   1750.0  0.99
   1755.0   1.0
   1760.0   1.0
   1765.0   1.0
   1770.0   1.0
   1775.0   1.0
   1780.0   1.0
   1785.0   1.0
   1790.0   1.0
   1795.0   1.0
   1800.0   1.0
   1805.0   1.0
   1810.0   1.0
   1815.0   1.0
   1820.0   1.0
   1825.0   1.0
   1850.0   1.0
   1875.0   1.0
   1900.0   1.0
   1925.0   1.0
   1950.0   1.0
   1975.0   1.0
   2000.0   1.0
   2025.0   1.0
   2050.0   1.0
   2075.0   1.0
   2100.0   1.0
   2125.0   1.0
   2150.0   1.0
   2175.0   1.0
   2200.0   1.0
   2225.0   1.0
   2250.0   1.0
   2275.0   1.0
   2300.0   1.0
   2325.0   1.0
   2350.0   1.0
   2375.0   1.0
   2400.0   1.0
   2425.0   1.0
   2450.0   1.0
   2475.0   1.0
   2500.0   1.0
   2525.0   1.0
   2550.0   1.0
   2575.0   1.0
   2600.0   1.0
   2625.0   1.0
   2650.0   1.0
   2675.0   1.0
   2700.0   1.0
   2725.0   1.0
   2750.0   1.0
   2775.0   1.0
   2800.0  0.99
   2825.0  0.97
   2850.0  0.93
   2875.0  0.87
   2900.0  0.80
   2925.0  0.70
   2950.0  0.55
   2975.0  0.35
   3000.0  0.05
   3005.0  0.00
   3010.0  0.00
