   49    9   91   45
    1    1   91
   .41664697E+16   .41664697E+16   .00000000E+00   .00000000E+00
   .00000000E+00   .00000000E+00   .00000000E+00   .00000000E+00
   .00000000E+00   .00000000E+00   .00000000E+00   .00000000E+00
   .00000000E+00   .00000000E+00   .00000000E+00   .00000000E+00
   .00000000E+00   .00000000E+00   .00000000E+00   .00000000E+00
   .00000000E+00   .00000000E+00   .00000000E+00   .00000000E+00
   .00000000E+00   .00000000E+00   .00000000E+00   .00000000E+00
   .00000000E+00   .00000000E+00   .00000000E+00   .00000000E+00
   .00000000E+00   .00000000E+00   .00000000E+00   .00000000E+00
   .00000000E+00   .00000000E+00   .00000000E+00   .00000000E+00
   .00000000E+00   .00000000E+00   .00000000E+00   .00000000E+00
   .41664697E+16   .41664697E+16   .41664697E+16   .41664697E+16
   .41664697E+16   .41664697E+16   .41664697E+16   .41664697E+16
   .41664697E+16   .41664697E+16   .41664697E+16   .41664697E+16
   .41664697E+16   .41664697E+16   .41664697E+16   .41664697E+16
   .41664697E+16   .41664697E+16   .41664697E+16   .41664697E+16
   .41664697E+16   .41664697E+16   .41664697E+16   .41664697E+16
   .41664697E+16   .41664697E+16   .41664697E+16   .41664697E+16
   .41664697E+16   .41664697E+16   .41664697E+16   .41664697E+16
   .41664697E+16   .41664697E+16   .41664697E+16   .41664697E+16
   .41664697E+16   .41664697E+16   .41664697E+16   .41664697E+16
   .41664697E+16   .41664697E+16   .41664697E+16   .41664697E+16
   .41664697E+16   .41664697E+16   .00000000E+00
   .10000000E+01   .10000000E+01  -.57343584E-05  -.20444765E-04
  -.42516884E-04  -.71546984E-04  -.10701860E-03  -.14830527E-03
  -.19467425E-03  -.24529163E-03  -.29922913E-03  -.35547318E-03
  -.41293656E-03  -.47047337E-03  -.52689752E-03  -.58100533E-03
  -.63160203E-03  -.67753213E-03  -.71771274E-03  -.75116853E-03
  -.77706656E-03  -.79474850E-03  -.80375791E-03  -.80385997E-03
  -.79505202E-03  -.77756365E-03  -.75184644E-03  -.71855438E-03
  -.67851680E-03  -.63270613E-03  -.58220322E-03  -.52816229E-03
  -.47177754E-03  -.41425278E-03  -.35677476E-03  -.30049052E-03
  -.24648880E-03  -.19578499E-03  -.14930943E-03  -.10789825E-03
  -.72286578E-04  -.43103347E-04  -.20867562E-04  -.59855516E-05
   .10000000E+01   .10000000E+01   .10000000E+01   .10000000E+01
   .10000000E+01   .10000000E+01   .10000000E+01   .10000000E+01
   .10000000E+01   .10000000E+01   .10000000E+01   .10000000E+01
   .10000000E+01   .10000000E+01   .10000000E+01   .10000000E+01
   .10000000E+01   .10000000E+01   .10000000E+01   .10000000E+01
   .10000000E+01   .10000000E+01   .10000000E+01   .10000000E+01
   .10000000E+01   .10000000E+01   .10000000E+01   .10000000E+01
   .10000000E+01   .10000000E+01   .10000000E+01   .10000000E+01
   .10000000E+01   .10000000E+01   .10000000E+01   .10000000E+01
