 PGF output with 1500 data points, NCOL=1                                       
       0.1000000D-06       0.0000000D+00 1.00
       0.0000000D+00       0.6671114D-03 1.00
       0.0000000D+00       0.1334223D-02 1.00
       0.0000000D+00       0.2001334D-02 1.00
       0.0000000D+00       0.2668446D-02 1.00
       0.0000000D+00       0.3335557D-02 1.00
       0.0000000D+00       0.4002668D-02 1.00
       0.0000000D+00       0.4669780D-02 1.00
       0.0000000D+00       0.5336891D-02 1.00
       0.0000000D+00       0.6004003D-02 1.00
       0.0000000D+00       0.6671114D-02 1.00
       0.0000000D+00       0.7338225D-02 1.00
       0.0000000D+00       0.8005337D-02 1.00
       0.0000000D+00       0.8672448D-02 1.00
       0.0000000D+00       0.9339560D-02 1.00
       0.0000000D+00       0.1000667D-01 1.00
       0.0000000D+00       0.1067378D-01 1.00
       0.0000000D+00       0.1134089D-01 1.00
       0.0000000D+00       0.1200801D-01 1.00
       0.0000000D+00       0.1267512D-01 1.00
       0.0000000D+00       0.1334223D-01 1.00
       0.0000000D+00       0.1400934D-01 1.00
       0.0000000D+00       0.1467645D-01 1.00
       0.0000000D+00       0.1534356D-01 1.00
       0.0000000D+00       0.1601067D-01 1.00
       0.0000000D+00       0.1667779D-01 1.00
       0.0000000D+00       0.1734490D-01 1.00
       0.0000000D+00       0.1801201D-01 1.00
       0.0000000D+00       0.1867912D-01 1.00
       0.0000000D+00       0.1934623D-01 1.00
       0.0000000D+00       0.2001334D-01 1.00
       0.0000000D+00       0.2068045D-01 1.00
       0.0000000D+00       0.2134757D-01 1.00
       0.0000000D+00       0.2201468D-01 1.00
       0.0000000D+00       0.2268179D-01 1.00
       0.0000000D+00       0.2334890D-01 1.00
       0.0000000D+00       0.2401601D-01 1.00
       0.0000000D+00       0.2468312D-01 1.00
       0.0000000D+00       0.2535023D-01 1.00
       0.0000000D+00       0.2601734D-01 1.00
       0.0000000D+00       0.2668446D-01 1.00
       0.0000000D+00       0.2735157D-01 1.00
       0.0000000D+00       0.2801868D-01 1.00
       0.0000000D+00       0.2868579D-01 1.00
       0.0000000D+00       0.2935290D-01 1.00
       0.0000000D+00       0.3002001D-01 1.00
       0.0000000D+00       0.3068712D-01 1.00
       0.0000000D+00       0.3135424D-01 1.00
       0.0000000D+00       0.3202135D-01 1.00
       0.0000000D+00       0.3268846D-01 1.00
       0.0000000D+00       0.3335557D-01 1.00
       0.0000000D+00       0.3402268D-01 1.00
       0.0000000D+00       0.3468979D-01 1.00
       0.0000000D+00       0.3535690D-01 1.00
       0.0000000D+00       0.3602402D-01 1.00
       0.0000000D+00       0.3669113D-01 1.00
       0.0000000D+00       0.3735824D-01 1.00
       0.0000000D+00       0.3802535D-01 1.00
       0.0000000D+00       0.3869246D-01 1.00
       0.0000000D+00       0.3935957D-01 1.00
       0.0000000D+00       0.4002668D-01 1.00
       0.0000000D+00       0.4069380D-01 1.00
       0.0000000D+00       0.4136091D-01 1.00
       0.0000000D+00       0.4202802D-01 1.00
       0.0000000D+00       0.4269513D-01 1.00
       0.0000000D+00       0.4336224D-01 1.00
       0.0000000D+00       0.4402935D-01 1.00
       0.0000000D+00       0.4469646D-01 1.00
       0.0000000D+00       0.4536358D-01 1.00
       0.0000000D+00       0.4603069D-01 1.00
       0.0000000D+00       0.4669780D-01 1.00
       0.0000000D+00       0.4736491D-01 1.00
       0.0000000D+00       0.4803202D-01 1.00
       0.0000000D+00       0.4869913D-01 1.00
       0.0000000D+00       0.4936624D-01 1.00
       0.0000000D+00       0.5003336D-01 1.00
       0.0000000D+00       0.5070047D-01 1.00
       0.0000000D+00       0.5136758D-01 1.00
       0.0000000D+00       0.5203469D-01 1.00
       0.0000000D+00       0.5270180D-01 1.00
       0.0000000D+00       0.5336891D-01 1.00
       0.0000000D+00       0.5403602D-01 1.00
       0.0000000D+00       0.5470314D-01 1.00
       0.0000000D+00       0.5537025D-01 1.00
       0.0000000D+00       0.5603736D-01 1.00
       0.0000000D+00       0.5670447D-01 1.00
       0.0000000D+00       0.5737158D-01 1.00
       0.0000000D+00       0.5803869D-01 1.00
       0.0000000D+00       0.5870580D-01 1.00
       0.0000000D+00       0.5937292D-01 1.00
       0.0000000D+00       0.6004003D-01 1.00
       0.0000000D+00       0.6070714D-01 1.00
       0.0000000D+00       0.6137425D-01 1.00
       0.0000000D+00       0.6204136D-01 1.00
       0.0000000D+00       0.6270847D-01 1.00
       0.0000000D+00       0.6337558D-01 1.00
       0.0000000D+00       0.6404270D-01 1.00
       0.0000000D+00       0.6470981D-01 1.00
       0.0000000D+00       0.6537692D-01 1.00
       0.0000000D+00       0.6604403D-01 1.00
       0.0000000D+00       0.6671114D-01 1.00
       0.0000000D+00       0.6737825D-01 1.00
       0.0000000D+00       0.6804536D-01 1.00
       0.0000000D+00       0.6871247D-01 1.00
       0.0000000D+00       0.6937959D-01 1.00
       0.0000000D+00       0.7004670D-01 1.00
       0.0000000D+00       0.7071381D-01 1.00
       0.0000000D+00       0.7138092D-01 1.00
       0.0000000D+00       0.7204803D-01 1.00
       0.0000000D+00       0.7271514D-01 1.00
       0.0000000D+00       0.7338225D-01 1.00
       0.0000000D+00       0.7404937D-01 1.00
       0.0000000D+00       0.7471648D-01 1.00
       0.0000000D+00       0.7538359D-01 1.00
       0.0000000D+00       0.7605070D-01 1.00
       0.0000000D+00       0.7671781D-01 1.00
       0.0000000D+00       0.7738492D-01 1.00
       0.0000000D+00       0.7805203D-01 1.00
       0.0000000D+00       0.7871915D-01 1.00
       0.0000000D+00       0.7938626D-01 1.00
       0.0000000D+00       0.8005337D-01 1.00
       0.0000000D+00       0.8072048D-01 1.00
       0.0000000D+00       0.8138759D-01 1.00
       0.0000000D+00       0.8205470D-01 1.00
       0.0000000D+00       0.8272181D-01 1.00
       0.0000000D+00       0.8338893D-01 1.00
       0.0000000D+00       0.8405604D-01 1.00
       0.0000000D+00       0.8472315D-01 1.00
       0.0000000D+00       0.8539026D-01 1.00
       0.0000000D+00       0.8605737D-01 1.00
       0.0000000D+00       0.8672448D-01 1.00
       0.0000000D+00       0.8739159D-01 1.00
       0.0000000D+00       0.8805871D-01 1.00
       0.0000000D+00       0.8872582D-01 1.00
       0.0000000D+00       0.8939293D-01 1.00
       0.0000000D+00       0.9006004D-01 1.00
       0.0000000D+00       0.9072715D-01 1.00
       0.0000000D+00       0.9139426D-01 1.00
       0.0000000D+00       0.9206137D-01 1.00
       0.0000000D+00       0.9272849D-01 1.00
       0.0000000D+00       0.9339560D-01 1.00
       0.0000000D+00       0.9406271D-01 1.00
       0.0000000D+00       0.9472982D-01 1.00
       0.0000000D+00       0.9539693D-01 1.00
       0.0000000D+00       0.9606404D-01 1.00
       0.0000000D+00       0.9673115D-01 1.00
       0.0000000D+00       0.9739827D-01 1.00
       0.0000000D+00       0.9806538D-01 1.00
       0.0000000D+00       0.9873249D-01 1.00
       0.0000000D+00       0.9939960D-01 1.00
       0.0000000D+00       0.1000667D+00 1.00
       0.0000000D+00       0.1007338D+00 1.00
       0.0000000D+00       0.1014009D+00 1.00
       0.0000000D+00       0.1020680D+00 1.00
       0.0000000D+00       0.1027352D+00 1.00
       0.0000000D+00       0.1034023D+00 1.00
       0.0000000D+00       0.1040694D+00 1.00
       0.0000000D+00       0.1047365D+00 1.00
       0.0000000D+00       0.1054036D+00 1.00
       0.0000000D+00       0.1060707D+00 1.00
       0.0000000D+00       0.1067378D+00 1.00
       0.0000000D+00       0.1074049D+00 1.00
       0.0000000D+00       0.1080720D+00 1.00
       0.0000000D+00       0.1087392D+00 1.00
       0.0000000D+00       0.1094063D+00 1.00
       0.0000000D+00       0.1100734D+00 1.00
       0.0000000D+00       0.1107405D+00 1.00
       0.0000000D+00       0.1114076D+00 1.00
       0.0000000D+00       0.1120747D+00 1.00
       0.0000000D+00       0.1127418D+00 1.00
       0.0000000D+00       0.1134089D+00 1.00
       0.0000000D+00       0.1140761D+00 1.00
       0.0000000D+00       0.1147432D+00 1.00
       0.0000000D+00       0.1154103D+00 1.00
       0.0000000D+00       0.1160774D+00 1.00
       0.0000000D+00       0.1167445D+00 1.00
       0.0000000D+00       0.1174116D+00 1.00
       0.0000000D+00       0.1180787D+00 1.00
       0.0000000D+00       0.1187458D+00 1.00
       0.0000000D+00       0.1194129D+00 1.00
       0.0000000D+00       0.1200801D+00 1.00
       0.0000000D+00       0.1207472D+00 1.00
       0.0000000D+00       0.1214143D+00 1.00
       0.0000000D+00       0.1220814D+00 1.00
       0.0000000D+00       0.1227485D+00 1.00
       0.0000000D+00       0.1234156D+00 1.00
       0.0000000D+00       0.1240827D+00 1.00
       0.0000000D+00       0.1247498D+00 1.00
       0.0000000D+00       0.1254169D+00 1.00
       0.0000000D+00       0.1260841D+00 1.00
       0.0000000D+00       0.1267512D+00 1.00
       0.0000000D+00       0.1274183D+00 1.00
       0.0000000D+00       0.1280854D+00 1.00
       0.0000000D+00       0.1287525D+00 1.00
       0.0000000D+00       0.1294196D+00 1.00
       0.0000000D+00       0.1300867D+00 1.00
       0.0000000D+00       0.1307538D+00 1.00
       0.0000000D+00       0.1314209D+00 1.00
       0.0000000D+00       0.1320881D+00 1.00
       0.0000000D+00       0.1327552D+00 1.00
       0.0000000D+00       0.1334223D+00 1.00
       0.0000000D+00       0.1340894D+00 1.00
       0.0000000D+00       0.1347565D+00 1.00
       0.0000000D+00       0.1354236D+00 1.00
       0.0000000D+00       0.1360907D+00 1.00
       0.0000000D+00       0.1367578D+00 1.00
       0.0000000D+00       0.1374249D+00 1.00
       0.0000000D+00       0.1380921D+00 1.00
       0.0000000D+00       0.1387592D+00 1.00
       0.0000000D+00       0.1394263D+00 1.00
       0.0000000D+00       0.1400934D+00 1.00
