     0.99111000     5.00000000       0.8604591D+33
     0.99134000     5.00000000       0.8581155D+33
     0.99157000     5.00000000       0.8557807D+33
     0.99172000     5.00000000       0.8542628D+33
     0.99196000     5.00000000       0.8518421D+33
     0.99215000     5.00000000       0.8499326D+33
     0.99238000     5.00000000       0.8476292D+33
     0.99257000     5.00000000       0.8457332D+33
     0.99277000     5.00000000       0.8437439D+33
     0.99300000     5.00000000       0.8414646D+33
     0.99323000     5.00000000       0.8391942D+33
     0.99338000     5.00000000       0.8377183D+33
     0.99361000     5.00000000       0.8354626D+33
     0.99381000     5.00000000       0.8335804D+33
     0.99400000     5.00000000       0.8318155D+33
     0.99419000     5.00000000       0.8300701D+33
     0.99439000     5.00000000       0.8282546D+33
     0.99458000     5.00000000       0.8265513D+33
     0.99473000     5.00000000       0.8252219D+33
     0.99496000     5.00000000       0.8234042D+33
     0.99516000     5.00000000       0.8216961D+33
     0.99535000     5.00000000       0.8200919D+33
     0.99558000     5.00000000       0.8181742D+33
     0.99581000     5.00000000       0.8162828D+33
     0.22164000     5.00000000       0.1026602D+34
     0.22187000     5.00000000       0.1026603D+34
     0.22206000     5.00000000       0.1026604D+34
     0.22225000     5.00000000       0.1026604D+34
     0.22245000     5.00000000       0.1026604D+34
     0.22264000     5.00000000       0.1026604D+34
     0.22291000     5.00000000       0.1026604D+34
     0.22310000     5.00000000       0.1026604D+34
     0.22333000     5.00000000       0.1026604D+34
     0.22349000     5.00000000       0.1026604D+34
     0.22372000     5.00000000       0.1026604D+34
     0.22391000     5.00000000       0.1026604D+34
     0.22410000     5.00000000       0.1026604D+34
     0.22430000     5.00000000       0.1026604D+34
     0.22453000     5.00000000       0.1026604D+34
     0.22472000     5.00000000       0.1026604D+34
     0.22495000     5.00000000       0.1026604D+34
     0.22518000     5.00000000       0.1026605D+34
     0.22534000     5.00000000       0.1026605D+34
     0.22553000     5.00000000       0.1026605D+34
     0.33692000     5.00000000       0.1026047D+34
     0.33715000     5.00000000       0.1026045D+34
     0.33742000     5.00000000       0.1026042D+34
     0.33762000     5.00000000       0.1026041D+34
     0.33781000     5.00000000       0.1026039D+34
     0.33804000     5.00000000       0.1026037D+34
     0.41604000     5.00000000       0.1025139D+34
     0.41631000     5.00000000       0.1025135D+34
     0.41650000     5.00000000       0.1025133D+34
     0.41674000     5.00000000       0.1025130D+34
     0.41693000     5.00000000       0.1025128D+34
     0.41712000     5.00000000       0.1025126D+34
     0.41735000     5.00000000       0.1025123D+34
     0.41758000     5.00000000       0.1025121D+34
     0.41781000     5.00000000       0.1025118D+34
     0.41808000     5.00000000       0.1025115D+34
     0.41828000     5.00000000       0.1025112D+34
     0.41851000     5.00000000       0.1025110D+34
     0.41874000     5.00000000       0.1025108D+34
     0.41893000     5.00000000       0.1025106D+34
     0.41913000     5.00000000       0.1025104D+34
     0.41936000     5.00000000       0.1025102D+34
     0.41959000     5.00000000       0.1025100D+34
     0.41978000     5.00000000       0.1025098D+34
     0.42005000     5.00000000       0.1025096D+34
     0.42028000     5.00000000       0.1025094D+34
     0.42048000     5.00000000       0.1025092D+34
     0.42071000     5.00000000       0.1025090D+34
     0.42098000     5.00000000       0.1025087D+34
     0.42121000     5.00000000       0.1025085D+34
     0.42148000     5.00000000       0.1025083D+34
     0.44935000     5.00000000       0.1024893D+34
     0.44962000     5.00000000       0.1024891D+34
     0.44986000     5.00000000       0.1024889D+34
     0.45009000     5.00000000       0.1024888D+34
     0.45032000     5.00000000       0.1024886D+34
     0.45055000     5.00000000       0.1024885D+34
     0.45078000     5.00000000       0.1024883D+34
     0.45101000     5.00000000       0.1024882D+34
     0.45128000     5.00000000       0.1024880D+34
     0.45147000     5.00000000       0.1024879D+34
     0.45174000     5.00000000       0.1024877D+34
     0.45198000     5.00000000       0.1024875D+34
     0.45217000     5.00000000       0.1024874D+34
     0.45240000     5.00000000       0.1024873D+34
     0.45259000     5.00000000       0.1024871D+34
     0.45286000     5.00000000       0.1024870D+34
     0.29868000     5.00000000       0.1026445D+34
     0.29873000     5.00000000       0.1026444D+34
     0.29878000     5.00000000       0.1026444D+34
     0.29883000     5.00000000       0.1026444D+34
     0.29899000     5.00000000       0.1026442D+34
     0.29904000     5.00000000       0.1026442D+34
     0.29910000     5.00000000       0.1026442D+34
     0.29996000     5.00000000       0.1026435D+34
     0.30020000     5.00000000       0.1026433D+34
     0.30025000     5.00000000       0.1026432D+34
     0.30029000     5.00000000       0.1026432D+34
     0.30035000     5.00000000       0.1026432D+34
     0.30041000     5.00000000       0.1026431D+34
     0.30053000     5.00000000       0.1026430D+34
     0.30059000     5.00000000       0.1026430D+34
     0.30066000     5.00000000       0.1026429D+34
     0.30070000     5.00000000       0.1026429D+34
     0.37479000     5.00000000       0.1025643D+34
     0.37485000     5.00000000       0.1025642D+34
     0.37490000     5.00000000       0.1025642D+34
     0.37495000     5.00000000       0.1025641D+34
     0.37500000     5.00000000       0.1025641D+34
     0.37504000     5.00000000       0.1025640D+34
     0.37520000     5.00000000       0.1025638D+34
     0.37526000     5.00000000       0.1025637D+34
     0.37530000     5.00000000       0.1025637D+34
     0.37534000     5.00000000       0.1025636D+34
     0.37538000     5.00000000       0.1025636D+34
     0.37627000     5.00000000       0.1025625D+34
     0.37631000     5.00000000       0.1025624D+34
     0.37636000     5.00000000       0.1025624D+34
     0.37643000     5.00000000       0.1025623D+34
     0.37648000     5.00000000       0.1025622D+34
     0.37689000     5.00000000       0.1025617D+34
     0.37694000     5.00000000       0.1025617D+34
     0.37705000     5.00000000       0.1025615D+34
     0.37787000     5.00000000       0.1025605D+34
     0.37804000     5.00000000       0.1025603D+34
     0.37816000     5.00000000       0.1025601D+34
     0.37822000     5.00000000       0.1025601D+34
     0.37828000     5.00000000       0.1025600D+34
     0.41486000     5.00000000       0.1025152D+34
     0.41491000     5.00000000       0.1025152D+34
     0.41497000     5.00000000       0.1025151D+34
     0.41501000     5.00000000       0.1025151D+34
     0.41505000     5.00000000       0.1025150D+34
     0.41509000     5.00000000       0.1025150D+34
     0.41513000     5.00000000       0.1025149D+34
     0.41518000     5.00000000       0.1025149D+34
     0.41522000     5.00000000       0.1025148D+34
     0.41571000     5.00000000       0.1025142D+34
     0.41577000     5.00000000       0.1025142D+34
     0.41582000     5.00000000       0.1025141D+34
     0.41587000     5.00000000       0.1025140D+34
     0.41592000     5.00000000       0.1025140D+34
     0.41596000     5.00000000       0.1025139D+34
     0.41601000     5.00000000       0.1025139D+34
     0.41606000     5.00000000       0.1025138D+34
     0.41663000     5.00000000       0.1025132D+34
     0.41675000     5.00000000       0.1025130D+34
     0.41682000     5.00000000       0.1025129D+34
     0.41688000     5.00000000       0.1025129D+34
     0.41694000     5.00000000       0.1025128D+34
     0.41704000     5.00000000       0.1025127D+34
     0.41711000     5.00000000       0.1025126D+34
     0.41717000     5.00000000       0.1025125D+34
     0.41723000     5.00000000       0.1025125D+34
     0.41795000     5.00000000       0.1025116D+34
     0.41802000     5.00000000       0.1025115D+34
     0.38357000     5.00000000       0.1025533D+34
     0.38360000     5.00000000       0.1025532D+34
     0.38363000     5.00000000       0.1025532D+34
     0.38366000     5.00000000       0.1025532D+34
     0.38371000     5.00000000       0.1025531D+34
     0.38375000     5.00000000       0.1025530D+34
     0.38378000     5.00000000       0.1025530D+34
     0.42008000     5.00000000       0.1025095D+34
     0.42020000     5.00000000       0.1025094D+34
     0.42031000     5.00000000       0.1025093D+34
     0.42040000     5.00000000       0.1025093D+34
     0.42049000     5.00000000       0.1025092D+34
     0.42059000     5.00000000       0.1025091D+34
     0.42068000     5.00000000       0.1025090D+34
     0.42078000     5.00000000       0.1025089D+34
     0.42211000     5.00000000       0.1025077D+34
     0.42245000     5.00000000       0.1025074D+34
     0.42256000     5.00000000       0.1025073D+34
     0.42267000     5.00000000       0.1025072D+34
     0.42278000     5.00000000       0.1025071D+34
     0.42283000     5.00000000       0.1025071D+34
     0.42443000     5.00000000       0.1025057D+34
     0.42454000     5.00000000       0.1025056D+34
     0.42466000     5.00000000       0.1025055D+34
     0.42481000     5.00000000       0.1025054D+34
     0.42508000     5.00000000       0.1025052D+34
     0.42518000     5.00000000       0.1025051D+34
     0.42531000     5.00000000       0.1025050D+34
     0.42556000     5.00000000       0.1025048D+34
     0.42663000     5.00000000       0.1025039D+34
     0.42680000     5.00000000       0.1025038D+34
     0.42687000     5.00000000       0.1025037D+34
     0.42696000     5.00000000       0.1025036D+34
     0.36798000     5.00000000       0.1025724D+34
     0.36808000     5.00000000       0.1025723D+34
     0.36817000     5.00000000       0.1025722D+34
     0.36820000     5.00000000       0.1025722D+34
     0.36833000     5.00000000       0.1025720D+34
     0.36842000     5.00000000       0.1025719D+34
     0.36862000     5.00000000       0.1025717D+34
     0.36880000     5.00000000       0.1025715D+34
     0.36903000     5.00000000       0.1025712D+34
     0.36934000     5.00000000       0.1025708D+34
     0.36949000     5.00000000       0.1025707D+34
     0.36962000     5.00000000       0.1025705D+34
     0.36979000     5.00000000       0.1025703D+34
     0.36997000     5.00000000       0.1025701D+34
     0.37011000     5.00000000       0.1025699D+34
     0.52276000     5.00000000       0.1023109D+34
     0.52290000     5.00000000       0.1023239D+34
     0.52305000     5.00000000       0.1023373D+34
     0.52322000     5.00000000       0.1023518D+34
     0.52337000     5.00000000       0.1023640D+34
     0.52367000     5.00000000       0.1023869D+34
     0.52384000     5.00000000       0.1023988D+34
     0.52413000     5.00000000       0.1024174D+34
     0.52429000     5.00000000       0.1024014D+34
     0.59881000     5.00000000       0.1025313D+34
     0.59896000     5.00000000       0.1025315D+34
     0.59910000     5.00000000       0.1025317D+34
     0.59927000     5.00000000       0.1025319D+34
     0.59943000     5.00000000       0.1025321D+34
     0.59969000     5.00000000       0.1025324D+34
     0.59984000     5.00000000       0.1025326D+34
     0.59999000     5.00000000       0.1025327D+34
     0.60013000     5.00000000       0.1025329D+34
     0.60027000     5.00000000       0.1025331D+34
     0.60345000     5.00000000       0.1025369D+34
     0.60358000     5.00000000       0.1025370D+34
     0.60375000     5.00000000       0.1025372D+34
     0.60404000     5.00000000       0.1025376D+34
     0.60418000     5.00000000       0.1025377D+34
     0.60434000     5.00000000       0.1025379D+34
     0.60461000     5.00000000       0.1025383D+34
     0.60476000     5.00000000       0.1025384D+34
     0.60490000     5.00000000       0.1025386D+34
     0.86874000     5.00000000       0.1025744D+34
     0.86898000     5.00000000       0.1025741D+34
     0.86912000     5.00000000       0.1025739D+34
     0.86926000     5.00000000       0.1025737D+34
     0.86951000     5.00000000       0.1025734D+34
     0.86957000     5.00000000       0.1025733D+34
     0.86969000     5.00000000       0.1025732D+34
     0.86982000     5.00000000       0.1025730D+34
     0.86996000     5.00000000       0.1025728D+34
     0.87027000     5.00000000       0.1025724D+34
     0.87042000     5.00000000       0.1025722D+34
     0.87058000     5.00000000       0.1025720D+34
     0.87303000     5.00000000       0.1025688D+34
     0.87315000     5.00000000       0.1025687D+34
     0.87328000     5.00000000       0.1025685D+34
     0.87342000     5.00000000       0.1025683D+34
     0.87354000     5.00000000       0.1025681D+34
     0.87376000     5.00000000       0.1025678D+34
     0.87389000     5.00000000       0.1025677D+34
     0.87401000     5.00000000       0.1025675D+34
     0.90828000     5.00000000       0.1025205D+34
     0.90842000     5.00000000       0.1025204D+34
     0.90856000     5.00000000       0.1025202D+34
     0.90871000     5.00000000       0.1025200D+34
     0.90883000     5.00000000       0.1025198D+34
     0.90909000     5.00000000       0.1025195D+34
     0.90936000     5.00000000       0.1025191D+34
     0.90947000     5.00000000       0.1025190D+34
     0.90956000     5.00000000       0.1025188D+34
     0.90969000     5.00000000       0.1025187D+34
     0.90974000     5.00000000       0.1025186D+34
     0.90986000     5.00000000       0.1025184D+34
     0.91254000     5.00000000       0.1025149D+34
     0.91264000     5.00000000       0.1025148D+34
     0.91276000     5.00000000       0.1025146D+34
     0.91289000     5.00000000       0.1025144D+34
     0.91308000     5.00000000       0.1025142D+34
     0.91323000     5.00000000       0.1025140D+34
     0.91336000     5.00000000       0.1025138D+34
     0.91352000     5.00000000       0.1025136D+34
     0.13960000     5.00000000       0.1025846D+34
     0.13973000     5.00000000       0.1025848D+34
     0.13988000     5.00000000       0.1025850D+34
     0.14001000     5.00000000       0.1025851D+34
     0.14014000     5.00000000       0.1025853D+34
     0.14035000     5.00000000       0.1025855D+34
     0.14048000     5.00000000       0.1025857D+34
     0.14063000     5.00000000       0.1025859D+34
     0.14075000     5.00000000       0.1025860D+34
     0.14083000     5.00000000       0.1025861D+34
     0.37283000     5.00000000       0.1025667D+34
     0.37307000     5.00000000       0.1025664D+34
     0.37319000     5.00000000       0.1025663D+34
     0.37338000     5.00000000       0.1025660D+34
     0.37349000     5.00000000       0.1025659D+34
     0.37359000     5.00000000       0.1025658D+34
     0.37371000     5.00000000       0.1025656D+34
     0.40844000     5.00000000       0.1025228D+34
     0.40856000     5.00000000       0.1025226D+34
     0.40861000     5.00000000       0.1025226D+34
     0.40865000     5.00000000       0.1025225D+34
     0.40876000     5.00000000       0.1025224D+34
     0.40904000     5.00000000       0.1025220D+34
     0.40912000     5.00000000       0.1025220D+34
     0.40919000     5.00000000       0.1025219D+34
     0.40932000     5.00000000       0.1025217D+34
     0.40939000     5.00000000       0.1025216D+34
     0.40982000     5.00000000       0.1025211D+34
     0.40997000     5.00000000       0.1025210D+34
     0.41002000     5.00000000       0.1025209D+34
     0.41003000     5.00000000       0.1025209D+34
     0.41008000     5.00000000       0.1025208D+34
     0.41022000     5.00000000       0.1025207D+34
     0.41042000     5.00000000       0.1025204D+34
     0.41048000     5.00000000       0.1025204D+34
     0.41054000     5.00000000       0.1025203D+34
     0.41066000     5.00000000       0.1025201D+34
     0.41073000     5.00000000       0.1025201D+34
     0.41079000     5.00000000       0.1025200D+34
     0.41084000     5.00000000       0.1025199D+34
     0.41096000     5.00000000       0.1025198D+34
     0.41108000     5.00000000       0.1025196D+34
     0.41116000     5.00000000       0.1025196D+34
     0.41120000     5.00000000       0.1025195D+34
     0.41132000     5.00000000       0.1025194D+34
     0.41137000     5.00000000       0.1025193D+34
     0.41143000     5.00000000       0.1025192D+34
     0.41155000     5.00000000       0.1025191D+34
     0.41167000     5.00000000       0.1025190D+34
     0.41174000     5.00000000       0.1025189D+34
     0.41179000     5.00000000       0.1025188D+34
     0.41191000     5.00000000       0.1025187D+34
     0.41197000     5.00000000       0.1025186D+34
     0.41202000     5.00000000       0.1025185D+34
     0.41218000     5.00000000       0.1025184D+34
     0.41230000     5.00000000       0.1025182D+34
     0.41236000     5.00000000       0.1025181D+34
     0.41242000     5.00000000       0.1025181D+34
     0.41253000     5.00000000       0.1025179D+34
     0.41260000     5.00000000       0.1025179D+34
     0.41265000     5.00000000       0.1025178D+34
     0.41278000     5.00000000       0.1025177D+34
     0.41297000     5.00000000       0.1025174D+34
     0.41302000     5.00000000       0.1025174D+34
     0.41317000     5.00000000       0.1025172D+34
     0.41326000     5.00000000       0.1025171D+34
     0.41339000     5.00000000       0.1025169D+34
     0.41449000     5.00000000       0.1025157D+34
     0.41456000     5.00000000       0.1025156D+34
     0.41463000     5.00000000       0.1025155D+34
     0.41481000     5.00000000       0.1025153D+34
     0.41487000     5.00000000       0.1025152D+34
     0.41492000     5.00000000       0.1025152D+34
     0.41503000     5.00000000       0.1025150D+34
     0.41518000     5.00000000       0.1025149D+34
     0.41524000     5.00000000       0.1025148D+34
     0.41529000     5.00000000       0.1025147D+34
     0.41544000     5.00000000       0.1025145D+34
     0.41550000     5.00000000       0.1025145D+34
     0.41554000     5.00000000       0.1025144D+34
     0.41571000     5.00000000       0.1025142D+34
     0.41588000     5.00000000       0.1025140D+34
     0.41594000     5.00000000       0.1025140D+34
     0.41601000     5.00000000       0.1025139D+34
     0.41615000     5.00000000       0.1025137D+34
     0.41623000     5.00000000       0.1025136D+34
     0.41641000     5.00000000       0.1025134D+34
     0.41648000     5.00000000       0.1025133D+34
     0.41663000     5.00000000       0.1025132D+34
     0.41670000     5.00000000       0.1025131D+34
     0.41691000     5.00000000       0.1025128D+34
     0.40668000     5.00000000       0.1025248D+34
     0.40677000     5.00000000       0.1025247D+34
     0.40684000     5.00000000       0.1025246D+34
     0.40693000     5.00000000       0.1025245D+34
     0.40700000     5.00000000       0.1025244D+34
     0.40719000     5.00000000       0.1025242D+34
     0.40726000     5.00000000       0.1025241D+34
     0.40744000     5.00000000       0.1025239D+34
     0.40752000     5.00000000       0.1025238D+34
     0.40768000     5.00000000       0.1025236D+34
     0.40774000     5.00000000       0.1025236D+34
     0.40797000     5.00000000       0.1025233D+34
     0.40819000     5.00000000       0.1025230D+34
     0.40827000     5.00000000       0.1025230D+34
     0.40835000     5.00000000       0.1025229D+34
     0.40849000     5.00000000       0.1025227D+34
     0.40857000     5.00000000       0.1025226D+34
     0.40881000     5.00000000       0.1025223D+34
     0.40898000     5.00000000       0.1025221D+34
     0.40906000     5.00000000       0.1025220D+34
     0.40912000     5.00000000       0.1025220D+34
     0.40920000     5.00000000       0.1025219D+34
     0.40935000     5.00000000       0.1025217D+34
     0.40961000     5.00000000       0.1025214D+34
     0.40978000     5.00000000       0.1025212D+34
     0.40984000     5.00000000       0.1025211D+34
     0.40990000     5.00000000       0.1025210D+34
     0.41004000     5.00000000       0.1025209D+34
     0.41009000     5.00000000       0.1025208D+34
     0.41016000     5.00000000       0.1025207D+34
     0.41029000     5.00000000       0.1025206D+34
     0.41049000     5.00000000       0.1025203D+34
     0.41056000     5.00000000       0.1025203D+34
     0.41063000     5.00000000       0.1025202D+34
     0.41070000     5.00000000       0.1025201D+34
     0.41085000     5.00000000       0.1025199D+34
     0.41092000     5.00000000       0.1025198D+34
     0.41100000     5.00000000       0.1025197D+34
     0.41115000     5.00000000       0.1025196D+34
     0.41124000     5.00000000       0.1025195D+34
     0.41141000     5.00000000       0.1025193D+34
     0.41147000     5.00000000       0.1025192D+34
     0.41154000     5.00000000       0.1025191D+34
     0.41183000     5.00000000       0.1025188D+34
     0.41190000     5.00000000       0.1025187D+34
     0.41196000     5.00000000       0.1025186D+34
     0.41210000     5.00000000       0.1025185D+34
     0.41227000     5.00000000       0.1025183D+34
     0.41234000     5.00000000       0.1025182D+34
     0.41242000     5.00000000       0.1025181D+34
     0.41255000     5.00000000       0.1025179D+34
     0.41263000     5.00000000       0.1025178D+34
     0.41335000     5.00000000       0.1025170D+34
     0.41343000     5.00000000       0.1025169D+34
     0.41350000     5.00000000       0.1025168D+34
     0.41366000     5.00000000       0.1025166D+34
     0.41372000     5.00000000       0.1025166D+34
     0.41379000     5.00000000       0.1025165D+34
     0.41394000     5.00000000       0.1025163D+34
     0.41400000     5.00000000       0.1025162D+34
     0.41419000     5.00000000       0.1025160D+34
     0.41425000     5.00000000       0.1025159D+34
     0.41432000     5.00000000       0.1025159D+34
     0.41447000     5.00000000       0.1025157D+34
     0.41454000     5.00000000       0.1025156D+34
     0.41461000     5.00000000       0.1025155D+34
     0.41475000     5.00000000       0.1025154D+34
     0.41482000     5.00000000       0.1025153D+34
     0.41488000     5.00000000       0.1025152D+34
