 List of reference temperatures for Kurucz(1987) atmospheres
 *
  5.5       6.0       6.5       7.0       7.5       8.0       8.5       9.0
  9.5      10.0      11.0      12.0      13.0      14.0      15.0      16.0
 17.0      18.0      20.0      22.5      25.0      30.0
