 monochrom. flux,comp.3-I                                                
       0.0000000E+00       0.3774871E-01 1.00
       0.3188881E-02       0.3774926E-01 1.00
       0.6377761E-02       0.3775007E-01 1.00
       0.9566642E-02       0.3775062E-01 1.00
       0.1275552E-01       0.3775057E-01 1.00
       0.1594440E-01       0.3775019E-01 1.00
       0.1913328E-01       0.3774984E-01 1.00
       0.2232216E-01       0.3775014E-01 1.00
       0.2551105E-01       0.3775107E-01 1.00
       0.5357216E-01       0.3775688E-01 1.00
       0.8163328E-01       0.3776347E-01 1.00
       0.1096944E+00       0.3777429E-01 1.00
       0.1377555E+00       0.3778547E-01 1.00
       0.1658166E+00       0.3779449E-01 1.00
       0.1938778E+00       0.3780430E-01 1.00
       0.2219389E+00       0.3781025E-01 1.00
       0.2500000E+00       0.3781114E-01 1.00
       0.2780611E+00       0.3781087E-01 1.00
       0.3061222E+00       0.3780534E-01 1.00
       0.3341834E+00       0.3779560E-01 1.00
       0.3622445E+00       0.3778623E-01 1.00
       0.3903056E+00       0.3777436E-01 1.00
       0.4183667E+00       0.3776268E-01 1.00
       0.4464278E+00       0.3775526E-01 1.00
       0.4744890E+00       0.3774888E-01 1.00
       0.4776778E+00       0.3774790E-01 1.00
       0.4808667E+00       0.3774756E-01 1.00
       0.4840556E+00       0.3774788E-01 1.00
       0.4872445E+00       0.3774824E-01 1.00
       0.4904334E+00       0.3774827E-01 1.00
       0.4936222E+00       0.3774771E-01 1.00
       0.4968111E+00       0.3774688E-01 1.00
       0.5000000E+00       0.3774633E-01 1.00
       0.5031889E+00       0.3774688E-01 1.00
       0.5063778E+00       0.3774771E-01 1.00
       0.5095666E+00       0.3774827E-01 1.00
       0.5127555E+00       0.3774824E-01 1.00
       0.5159444E+00       0.3774788E-01 1.00
       0.5191333E+00       0.3774756E-01 1.00
       0.5223222E+00       0.3774790E-01 1.00
       0.5255110E+00       0.3774888E-01 1.00
       0.5535722E+00       0.3775526E-01 1.00
       0.5816333E+00       0.3776268E-01 1.00
       0.6096944E+00       0.3777436E-01 1.00
       0.6377555E+00       0.3778623E-01 1.00
       0.6658166E+00       0.3779560E-01 1.00
       0.6938778E+00       0.3780534E-01 1.00
       0.7219389E+00       0.3781087E-01 1.00
      -0.2500000E+00       0.3781114E-01 1.00
      -0.2219389E+00       0.3781025E-01 1.00
      -0.1938778E+00       0.3780430E-01 1.00
      -0.1658166E+00       0.3779449E-01 1.00
      -0.1377555E+00       0.3778547E-01 1.00
      -0.1096944E+00       0.3777429E-01 1.00
      -0.8163328E-01       0.3776347E-01 1.00
      -0.5357216E-01       0.3775688E-01 1.00
      -0.2551105E-01       0.3775107E-01 1.00
      -0.2232216E-01       0.3775014E-01 1.00
      -0.1913328E-01       0.3774984E-01 1.00
      -0.1594440E-01       0.3775019E-01 1.00
      -0.1275552E-01       0.3775057E-01 1.00
      -0.9566642E-02       0.3775062E-01 1.00
      -0.6377761E-02       0.3775007E-01 1.00
      -0.3188881E-02       0.3774926E-01 1.00
       0.6594725E-13       0.3774871E-01 1.00
                 0.0                 0.0
